type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;PI;Parti de l'Istiqlal;حزب الاستقلال;KHADIJA ZOUMI;خديجة الزومي;2021-10-08;;;210064;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;UC;Union Constitutionnelle;حزب الاتحاد الدستوري; JIHANE TATOU;جيهان تاتو;2021-10-08;;;198645;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;MP;Mouvement Populaire;حزب الحركة الشعبية;SOUKAINA LAHMOUCH;سكينة لحموش;2021-10-08;;;155691;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;AICHA EL KARJI;عائشة الكرجي;2021-10-08;;;126079;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;RABIA BOUJA;ربيعة بوجة;2021-10-08;;;94866;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;MDS;Mouvement Démocratique et Social;حزب الحركة الديمقراطية الاجتماعية;KHADIJA OUALBACHA;خديجة والباشا;2021-10-08;;;89452;0,48;951326
Législative;Législative-Régionale;Rabat - Salé - Kénitra;;;Circonscription régionale : Rabat - Salé - Kénitra;députée femme;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;NADIA THAMI;نادية تهامي;2021-10-08;;;78192;0,48;951326
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Khémisset - Oulmès;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ABDESSLAM EL BOUIRMANI;عبد السلام البويرماني;2021-10-08;;;18342;0,54;77990
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Khémisset - Oulmès;député;MP;Mouvement Populaire;حزب الحركة الشعبية;MOHAMED LAHMOUCHE;محمد لحموش;2021-10-08;;;17516;0,54;77990
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Khémisset - Oulmès;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;MOHAMED CHROUROU;محمد اشرورو;2021-10-08;;;15811;0,54;77990
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Tifelt - Rommani;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;HASSAN EL FILALI;حسن الفيلالي;2021-10-08;;;28348;0,65;93756
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Tifelt - Rommani;député;MDS;Mouvement Démocratique et Social;حزب الحركة الديمقراطية الاجتماعية;ABDESSAMAD ARCHAANE;عبد الصمد عرشان;2021-10-08;;;24407;0,65;93756
Législative;Législative-Locale;Rabat - Salé - Kénitra;Khémisset;;Tifelt - Rommani;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;RAHHOU EL HILAA;رحو الهيلع;2021-10-08;;;20118;0,65;93756
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - El Mouhit;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ABDERRAHIM OISSLAM;عبد الرحيم واسلم;2021-10-08;;;15888;0,32;47753
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - El Mouhit;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;MOHAMED MEHDI BENSAID;محمد المهدي بنسعيد;2021-10-08;2021-11-02;Incompatibilité;7076;0,32;47753
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - El Mouhit;député;PI;Parti de l'Istiqlal;حزب الاستقلال;ABDELILAH IDRISSI BOUZIDI;عبد الاله الادريسي البوزيدي;2021-10-08;;;4545;0,32;47753
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - El Mouhit;député;MP;Mouvement Populaire;حزب الحركة الشعبية;NABIL DAKCH;نبيل الدخش;2021-10-08;;;4299;0,32;47753
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - Challah;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ALAE-EDDINE BAHRAOUI;علاء الدين البحراوي;2021-10-08;;;10829;0,37;40285
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - Challah;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ADIB BENBRAHIM;اديب ابن ابراهيم;2021-10-08;;;7641;0,37;40285
Législative;Législative-Locale;Rabat - Salé - Kénitra;Rabat;;Rabat - Challah;député;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية; EL HASSAN LACHGAR;الحسن لشكر;2021-10-08;;;5934;0,37;40285
Législative;Législative-Locale;Rabat - Salé - Kénitra;Skhirate - Temara;;Skhirate - Témara;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;RACHID HAMRI;رشيد الحمري;2021-10-08;;;22219;0,47;98027
Législative;Législative-Locale;Rabat - Salé - Kénitra;Skhirate - Temara;;Skhirate - Témara;député;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;HASSAN ARIF;حسن عاريف;2021-10-08;;;16824;0,47;98027
Législative;Législative-Locale;Rabat - Salé - Kénitra;Skhirate - Temara;;Skhirate - Témara;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;MOHAMMED EL HILALI;محمد الهلالي;2021-10-08;;;15545;0,47;98027
Législative;Législative-Locale;Rabat - Salé - Kénitra;Skhirate - Temara;;Skhirate - Témara;député;PI;Parti de l'Istiqlal;حزب الاستقلال;RACHID SAJID;رشيد الساجد;2021-10-08;;;12877;0,47;98027
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;Kénitra;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;HATIM BEN RKIA;حاتم بن رقية;2021-10-08;;;49230;0,44;134291
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;Kénitra;député;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;ELHOUÇAIN RAHOUIA;الحسين الرحوية;2021-10-08;;;18448;0,44;134291
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;Kénitra;député;PI;Parti de l'Istiqlal;حزب الاستقلال;MOHAMED OUZRI;محمد العزري;2021-10-08;;;16643;0,44;134291
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;Kénitra;député;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;MOSTAFA BRAHIMI;مصطفى ابراهيمي;2021-10-08;;;10148;0,44;134291
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;El-Gharb;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;JAOUAD GHRIB;جواد غريب;2021-10-08;2021-11-04;Incompatibilité;36887;0,65;104155
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;El-Gharb;député;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;BELASSAL CHAOUI;بلعسال شاوي;2021-10-08;;;22520;0,65;104155
Législative;Législative-Locale;Rabat - Salé - Kénitra;Kénitra;;El-Gharb;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ABDELAZIZ BOUHSSINI;عبد العزيز بوحسيني;2021-10-08;;;15693;0,65;104155
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Médina;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;NOUREDDINE LAZREQ;نور الدين الازرق;2021-10-08;2021-12-21;Incompatibilité;10893;0,26;51024
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Médina;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;RACHID EL ABDI;رشيد العبدي;2021-10-08;2021-11-04;Incompatibilité;9768;0,26;51024
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Médina;député;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;MHAMED AOUAD;محمد عواد;2021-10-08;;;7577;0,26;51024
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Médina;député;MP;Mouvement Populaire;حزب الحركة الشعبية;DRISS SENTISSI;ادريس السنتيسي;2021-10-08;;;5862;0,26;51024
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Al-Jadida;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ABDELKRIM ZEMZAMI;عبد الكريم الزمزامي;2021-10-08;;;15832;0,36;56828
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Al-Jadida;député;PI;Parti de l'Istiqlal;حزب الاستقلال;OMAR SENTISSI;عمر السنتيسي;2021-10-08;2021-11-04;Incompatibilité;14090;0,36;56828
Législative;Législative-Locale;Rabat - Salé - Kénitra;Salé;;Salé - Al-Jadida;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;MOHAMED BENATTIA;محمد بنعطية;2021-10-08;;;10532;0,36;56828
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi Slimane;;Sidi Slimane;député;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;YASSINE RADI;ياسين الراضي;2021-10-08;;;25136;0,57;86999
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi Slimane;;Sidi Slimane;député;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;ABDELOUAHED RADI;عبد الواحد الراضي;2021-10-08;2023-03-06;Décès;18607;0,57;86999
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi Slimane;;Sidi Slimane;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ANOUAR SABRI;انوار صبري;2021-10-08;;;17212;0,57;86999
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi-Kacem;;Sidi-Kacem;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;AHMED EL GHAZOUI;احمد الغزوي;2021-10-08;;;41980;0,68;160295
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi-Kacem;;Sidi-Kacem;député;MP;Mouvement Populaire;حزب الحركة الشعبية;ABDENNEBI AIDOUDI;عبد النبي عيدودي;2021-10-08;;;24996;0,68;160295
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi-Kacem;;Sidi-Kacem;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;SAAD BEN ZEROUAL;السعد ابن زروال;2021-10-08;;;22492;0,68;160295
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi-Kacem;;Sidi-Kacem;député;PI;Parti de l'Istiqlal;حزب الاستقلال;MOHAMED EL HAFED;محمد الحافظ;2021-10-08;;;21913;0,68;160295
Législative;Législative-Locale;Rabat - Salé - Kénitra;Sidi-Kacem;;Sidi-Kacem;député;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;MOHAMED LAASEL;محمد لعسل;2021-10-08;;;21466;0,68;160295
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;SAADIA AMEHZOUNE;سعدية امحزون;2021-10-08;;;348761;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;JAOUHARA BOUSJADA;جوهرة بوسجادة;2021-10-08;;;259224;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;MP;Mouvement Populaire;حزب الحركة الشعبية;ZINEB AMAHROUK;زينب امهروق;2021-10-08;;;178416;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;PI;Parti de l'Istiqlal;حزب الاستقلال;MADIHA KHYIR;ماديحة خيير;2021-10-08;;;157915;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;MALIKA ZEKHNINI;مليكة الزخنيني;2021-10-08;;;132201;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;ZAHRA MOUMEN;زهرة المومن;2021-10-08;;;63251;0,57;676334
Législative;Législative-Régionale;Beni-Mellal - Khénifra;;;Circonscription régionale : Beni-Mellal - Khénifra;députée femme;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;TOURIA AFIF;ثورية عفيف;2021-10-08;;;58207;0,57;676334
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Bzou - Ouaouizaght;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;MUSTAPHA REDDAD;المصطفى الرداد;2021-10-08;;;22930;0,7;90603
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Bzou - Ouaouizaght;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ADIL BARAKAT;عادل البراكات;2021-10-08;2021-11-04;Incompatibilité;20985;0,7;90603
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Bzou - Ouaouizaght;député;MP;Mouvement Populaire;حزب الحركة الشعبية;MOHAMED IBRAHIM EL BOUFRISSI;محمد ابراهيم البوفريسي;2021-10-08;;;10923;0,7;90603
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Azilal - Demnate;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;IBRAHIM MJAHED;ابراهيم مجاهد;2021-10-08;;;26478;0,73;81583
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Azilal - Demnate;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;RACHID MANSOURI;رشيد منصوري;2021-10-08;;;23466;0,73;81583
Législative;Législative-Locale;Beni-Mellal - Khénifra;Azilal;;Azilal - Demnate;député;PI;Parti de l'Istiqlal;حزب الاستقلال;ABDELALI BROUKI;عبد العالي بروكي;2021-10-08;;;12178;0,73;81583
Législative;Législative-Locale;Beni-Mellal - Khénifra;Fquih Ben Salah;;Fquih Ben Salah;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;MAHFOUD KAMAL;المحفوض كمال;2021-10-08;;;37584;0,51;126772
Législative;Législative-Locale;Beni-Mellal - Khénifra;Fquih Ben Salah;;Fquih Ben Salah;député;MP;Mouvement Populaire;حزب الحركة الشعبية;MOHAMED MOUBDII;محمد مبديع;2021-10-08;;;25704;0,51;126772
Législative;Législative-Locale;Beni-Mellal - Khénifra;Fquih Ben Salah;;Fquih Ben Salah;député;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;IBRAHIM FADLI;ابراهيم فضلي;2021-10-08;;;20367;0,51;126772
Législative;Législative-Locale;Beni-Mellal - Khénifra;Fquih Ben Salah;;Fquih Ben Salah;député;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;CHERKAOUI ZNAIDI;الشرقاوي الزنايدي;2021-10-08;;;17205;0,51;126772
Législative;Législative-Locale;Beni-Mellal - Khénifra;Beni-Mellal;;Béni-Mellal;député;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;KHALID EL MANSOURI;خالد المنصوري;2021-10-08;;;35299;0,54;144731
